Table Name,State Code,District Code,Tehsil Code,Area Name,Mother Tongue Code,Mother Tongue,Total - Persons,Total - Males,Total - Females,Rural - Persons,Rural - Males,Rural - Females,Urban - Persons,Urban - Males,Urban - Females
C0116,09,00,0000,State - UTTAR PRADESH  09,095000,95 PAITE,12,6,6,0,0,0,12,6,6
C0116,09,00,0000,State - UTTAR PRADESH  09,095002, 1 PAITE,12,6,6,0,0,0,12,6,6
C0116,09,00,0000,State - UTTAR PRADESH  09,097000,97 PAWI,1,0,1,1,0,1,0,0,0
C0116,09,00,0000,State - UTTAR PRADESH  09,097001, 1 PAWI,1,0,1,1,0,1,0,0,0
C0116,09,00,0000,State - UTTAR PRADESH  09,098000,98 PERSIAN,405,227,178,349,194,155,56,33,23
C0116,09,00,0000,State - UTTAR PRADESH  09,098001, 1 PERSIAN,405,227,178,349,194,155,56,33,23
C0116,09,00,0000,State - UTTAR PRADESH  09,104000,104 SANGTAM,1,1,0,0,0,0,1,1,0
C0116,09,00,0000,State - UTTAR PRADESH  09,104003, 1 SANGTAM,1,1,0,0,0,0,1,1,0
C0116,09,00,0000,State - UTTAR PRADESH  09,105000,105 SAVARA,1,0,1,0,0,0,1,0,1
C0116,09,00,0000,State - UTTAR PRADESH  09,105999,105 Others,1,0,1,0,0,0,1,0,1
C0116,09,00,0000,State - UTTAR PRADESH  09,108000,108 SHINA,2,2,0,0,0,0,2,2,0
C0116,09,00,0000,State - UTTAR PRADESH  09,108005, 1 SHINA,1,1,0,0,0,0,1,1,0
C0116,09,00,0000,State - UTTAR PRADESH  09,108999,108 Others,1,1,0,0,0,0,1,1,0
C0116,09,00,0000,State - UTTAR PRADESH  09,110000,110 TAMANG,30,20,10,27,19,8,3,1,2
C0116,09,00,0000,State - UTTAR PRADESH  09,110001, 1 TAMANG,30,20,10,27,19,8,3,1,2
C0116,09,00,0000,State - UTTAR PRADESH  09,111000,111 TANGKHUL,1,1,0,0,0,0,1,1,0
C0116,09,00,0000,State - UTTAR PRADESH  09,111005, 1 TANGKHUL,1,1,0,0,0,0,1,1,0
C0116,09,00,0000,State - UTTAR PRADESH  09,112000,112 TANGSA,1,0,1,1,0,1,0,0,0
C0116,09,00,0000,State - UTTAR PRADESH  09,112017, 1 TANGSA,1,0,1,1,0,1,0,0,0
C0116,09,00,0000,State - UTTAR PRADESH  09,113000,113 THADO,58,28,30,55,25,30,3,3,0
C0116,09,00,0000,State - UTTAR PRADESH  09,113015, 1 THADO,53,23,30,53,23,30,0,0,0
C0116,09,00,0000,State - UTTAR PRADESH  09,113999,113 Others,5,5,0,2,2,0,3,3,0
C0116,09,00,0000,State - UTTAR PRADESH  09,114000,114 TIBETAN,50,22,28,0,0,0,50,22,28
C0116,09,00,0000,State - UTTAR PRADESH  09,114008, 1 TIBETAN,46,22,24,0,0,0,46,22,24
C0116,09,00,0000,State - UTTAR PRADESH  09,114999,114 Others,4,0,4,0,0,0,4,0,4
C0116,09,00,0000,State - UTTAR PRADESH  09,115000,115 TRIPURI,11,8,3,1,1,0,10,7,3
C0116,09,00,0000,State - UTTAR PRADESH  09,115002, 1 KOK BARAK,3,2,1,0,0,0,3,2,1
C0116,09,00,0000,State - UTTAR PRADESH  09,115006, 2 TRIPURI,8,6,2,1,1,0,7,5,2
C0116,09,00,0000,State - UTTAR PRADESH  09,116000,116 TULU,50,27,23,3,2,1,47,25,22
C0116,09,00,0000,State - UTTAR PRADESH  09,116009, 1 TULU,44,22,22,2,1,1,42,21,21
C0116,09,00,0000,State - UTTAR PRADESH  09,116999,116 Others,6,5,1,1,1,0,5,4,1
C0116,09,00,0000,State - UTTAR PRADESH  09,117000,117 VAIPHEI,1,1,0,0,0,0,1,1,0
C0116,09,00,0000,State - UTTAR PRADESH  09,117001, 1 VAIPHEI,1,1,0,0,0,0,1,1,0
C0116,09,00,0000,State - UTTAR PRADESH  09,121000,121 ZEMI,4,4,0,1,1,0,3,3,0
C0116,09,00,0000,State - UTTAR PRADESH  09,121999,121 Others,4,4,0,1,1,0,3,3,0
C0116,09,00,0000,State - UTTAR PRADESH  09,123000,123 OTHERS,14660,7766,6894,8816,4590,4226,5844,3176,2668
C0116,09,01,0000,District - Saharanpur  01,001000,1 ASSAMESE,22,17,5,4,1,3,18,16,2
C0116,09,01,0000,District - Saharanpur  01,001002, 1 ASSAMESE,22,17,5,4,1,3,18,16,2
C0116,09,01,0000,District - Saharanpur  01,002000,2 BENGALI,696,444,252,348,247,101,348,197,151
C0116,09,01,0000,District - Saharanpur  01,002004, 1 BENGALI,696,444,252,348,247,101,348,197,151
C0116,09,01,0000,District - Saharanpur  01,004000,4 DOGRI,6,3,3,0,0,0,6,3,3
C0116,09,01,0000,District - Saharanpur  01,004001, 1 DOGRI,6,3,3,0,0,0,6,3,3
C0116,09,01,0000,District - Saharanpur  01,005000,5 GUJARATI,75,38,37,6,3,3,69,35,34
C0116,09,01,0000,District - Saharanpur  01,005011, 1 GUJARATI,75,38,37,6,3,3,69,35,34
C0116,09,01,0000,District - Saharanpur  01,006000,6 HINDI,2284534,1224844,1059690,1872695,1005693,867002,411839,219151,192688
C0116,09,01,0000,District - Saharanpur  01,006008, 1 AWADHI,16,13,3,5,5,0,11,8,3
C0116,09,01,0000,District - Saharanpur  01,006045, 2 BHOJPURI,392,227,165,128,79,49,264,148,116
C0116,09,01,0000,District - Saharanpur  01,006059, 3 BRAJBHASHA,12,7,5,0,0,0,12,7,5
C0116,09,01,0000,District - Saharanpur  01,006060, 4 BUNDELI/BUNDELKHANDI,133,74,59,67,41,26,66,33,33
C0116,09,01,0000,District - Saharanpur  01,006095, 5 GARHWALI,508,320,188,130,77,53,378,243,135
C0116,09,01,0000,District - Saharanpur  01,006117, 6 HARYANVI,510,116,394,491,105,386,19,11,8
C0116,09,01,0000,District - Saharanpur  01,006118, 7 HINDI,2282382,1223737,1058645,1871553,1005172,866381,410829,218565,192264
C0116,09,01,0000,District - Saharanpur  01,006127, 8 JAUNSARI,13,8,5,6,2,4,7,6,1
C0116,09,01,0000,District - Saharanpur  01,006162, 9 KUMAUNI,101,53,48,39,20,19,62,33,29
C0116,09,01,0000,District - Saharanpur  01,006192, 10 MARWARI,2,1,1,0,0,0,2,1,1
C0116,09,01,0000,District - Saharanpur  01,006195, 11 MEWARI,41,22,19,0,0,0,41,22,19
C0116,09,01,0000,District - Saharanpur  01,006213, 12 PAHARI,14,7,7,3,1,2,11,6,5
C0116,09,01,0000,District - Saharanpur  01,006242, 13 RAJASTHANI,69,31,38,19,10,9,50,21,29
C0116,09,01,0000,District - Saharanpur  01,006259, 14 SIRMAURI,4,2,2,4,2,2,0,0,0
C0116,09,01,0000,District - Saharanpur  01,006999,6 Others,337,226,111,250,179,71,87,47,40
C0116,09,01,0000,District - Saharanpur  01,007000,7 KANNADA,7,4,3,1,1,0,6,3,3
C0116,09,01,0000,District - Saharanpur  01,007013, 1 KANNADA,7,4,3,1,1,0,6,3,3
C0116,09,01,0000,District - Saharanpur  01,008000,8 KASHMIRI,63,61,2,27,27,0,36,34,2
C0116,09,01,0000,District - Saharanpur  01,008002, 1 KASHMIRI,62,60,2,27,27,0,35,33,2
C0116,09,01,0000,District - Saharanpur  01,008999,8 Others,1,1,0,0,0,0,1,1,0
C0116,09,01,0000,District - Saharanpur  01,009000,9 KONKANI,1,0,1,0,0,0,1,0,1
C0116,09,01,0000,District - Saharanpur  01,009010, 1 KONKANI,1,0,1,0,0,0,1,0,1
C0116,09,01,0000,District - Saharanpur  01,010000,10 MAITHILI,21,13,8,7,5,2,14,8,6
C0116,09,01,0000,District - Saharanpur  01,010006, 1 MAITHILI,21,13,8,7,5,2,14,8,6
C0116,09,01,0000,District - Saharanpur  01,011000,11 MALAYALAM,129,67,62,32,17,15,97,50,47
C0116,09,01,0000,District - Saharanpur  01,011013, 1 MALAYALAM,121,61,60,28,14,14,93,47,46
C0116,09,01,0000,District - Saharanpur  01,011999,11 Others,8,6,2,4,3,1,4,3,1
C0116,09,01,0000,District - Saharanpur  01,012000,12 MANIPURI,10,10,0,4,4,0,6,6,0
C0116,09,01,0000,District - Saharanpur  01,012002, 1 MANIPURI,10,10,0,4,4,0,6,6,0
C0116,09,01,0000,District - Saharanpur  01,013000,13 MARATHI,104,58,46,29,16,13,75,42,33
C0116,09,01,0000,District - Saharanpur  01,013048, 1 MARATHI,104,58,46,29,16,13,75,42,33
C0116,09,01,0000,District - Saharanpur  01,014000,14 NEPALI,415,232,183,261,141,120,154,91,63
C0116,09,01,0000,District - Saharanpur  01,014009, 1 NEPALI,415,232,183,261,141,120,154,91,63
C0116,09,01,0000,District - Saharanpur  01,015000,15 ORIYA,198,107,91,17,12,5,181,95,86
C0116,09,01,0000,District - Saharanpur  01,015031, 1 ORIYA,198,107,91,17,12,5,181,95,86
C0116,09,01,0000,District - Saharanpur  01,016000,16 PUNJABI,22480,11683,10797,6064,3229,2835,16416,8454,7962
C0116,09,01,0000,District - Saharanpur  01,016001, 1 BAGRI,4,2,2,4,2,2,0,0,0
C0116,09,01,0000,District - Saharanpur  01,016018, 2 PUNJABI,22305,11590,10715,5918,3151,2767,16387,8439,7948
C0116,09,01,0000,District - Saharanpur  01,016999,16 Others,171,91,80,142,76,66,29,15,14
C0116,09,01,0000,District - Saharanpur  01,017000,17 SANSKRIT,1,1,0,0,0,0,1,1,0
C0116,09,01,0000,District - Saharanpur  01,017002, 1 SANSKRIT,1,1,0,0,0,0,1,1,0
C0116,09,01,0000,District - Saharanpur  01,018000,18 SANTALI,1,0,1,0,0,0,1,0,1
C0116,09,01,0000,District - Saharanpur  01,018013, 1 SANTALI,1,0,1,0,0,0,1,0,1
C0116,09,01,0000,District - Saharanpur  01,019000,19 SINDHI,9,4,5,2,1,1,7,3,4
C0116,09,01,0000,District - Saharanpur  01,019013, 1 SINDHI,9,4,5,2,1,1,7,3,4
C0116,09,01,0000,District - Saharanpur  01,020000,20 TAMIL,76,48,28,25,15,10,51,33,18
C0116,09,01,0000,District - Saharanpur  01,020020, 1 TAMIL,75,47,28,25,15,10,50,32,18
C0116,09,01,0000,District - Saharanpur  01,020999,20 Others,1,1,0,0,0,0,1,1,0
C0116,09,01,0000,District - Saharanpur  01,021000,21 TELUGU,48,25,23,6,5,1,42,20,22
C0116,09,01,0000,District - Saharanpur  01,021035, 1 TELUGU,48,25,23,6,5,1,42,20,22
C0116,09,01,0000,District - Saharanpur  01,022000,22 URDU,587336,315327,272009,269556,143821,125735,317780,171506,146274
C0116,09,01,0000,District - Saharanpur  01,022014, 1 URDU,587336,315327,272009,269556,143821,125735,317780,171506,146274
C0116,09,01,0000,District - Saharanpur  01,028000,28 ARABIC/ARBI,9,2,7,5,2,3,4,0,4
C0116,09,01,0000,District - Saharanpur  01,028001, 1 ARABIC/ARBI,9,2,7,5,2,3,4,0,4
C0116,09,01,0000,District - Saharanpur  01,031000,31 BHOTIA,1,1,0,0,0,0,1,1,0
C0116,09,01,0000,District - Saharanpur  01,031001, 1 BHOTIA,1,1,0,0,0,0,1,1,0
C0116,09,01,0000,District - Saharanpur  01,040000,40 ENGLISH,453,234,219,123,63,60,330,171,159
C0116,09,01,0000,District - Saharanpur  01,040001, 1 ENGLISH,453,234,219,123,63,60,330,171,159
C0116,09,01,0000,District - Saharanpur  01,044000,44 GONDI,2,1,1,2,1,1,0,0,0
C0116,09,01,0000,District - Saharanpur  01,044999,44 Others,2,1,1,2,1,1,0,0,0
C0116,09,01,0000,District - Saharanpur  01,053000,53 KHANDESHI,48,37,11,48,37,11,0,0,0
C0116,09,01,0000,District - Saharanpur  01,053005, 1 GUJARI,48,37,11,48,37,11,0,0,0
C0116,09,01,0000,District - Saharanpur  01,054000,54 KHARIA,1,0,1,1,0,1,0,0,0
C0116,09,01,0000,District - Saharanpur  01,054999,54 Others,1,0,1,1,0,1,0,0,0
C0116,09,01,0000,District - Saharanpur  01,072000,72 KURUKH/ORAON,1,0,1,0,0,0,1,0,1
C0116,09,01,0000,District - Saharanpur  01,072999,72 Others,1,0,1,0,0,0,1,0,1
C0116,09,01,0000,District - Saharanpur  01,073000,73 LADAKHI,2,2,0,0,0,0,2,2,0
C0116,09,01,0000,District - Saharanpur  01,073002, 1 LADAKHI,2,2,0,0,0,0,2,2,0
C0116,09,01,0000,District - Saharanpur  01,075000,75 LAHNDA,7,5,2,1,1,0,6,4,2
C0116,09,01,0000,District - Saharanpur  01,075012, 1 MULTANI,6,4,2,0,0,0,6,4,2
C0116,09,01,0000,District - Saharanpur  01,075015, 2 PUNCHHI,1,1,0,1,1,0,0,0,0
C0116,09,01,0000,District - Saharanpur  01,090000,90 MUNDA,1,0,1,0,0,0,1,0,1
C0116,09,01,0000,District - Saharanpur  01,090999,90 Others,1,0,1,0,0,0,1,0,1
C0116,09,01,0000,District - Saharanpur  01,098000,98 PERSIAN,35,23,12,0,0,0,35,23,12
C0116,09,01,0000,District - Saharanpur  01,098001, 1 PERSIAN,35,23,12,0,0,0,35,23,12
C0116,09,01,0000,District - Saharanpur  01,114000,114 TIBETAN,22,10,12,0,0,0,22,10,12
C0116,09,01,0000,District - Saharanpur  01,114008, 1 TIBETAN,22,10,12,0,0,0,22,10,12
C0116,09,01,0000,District - Saharanpur  01,123000,123 OTHERS,49,21,28,27,10,17,22,11,11
C0116,09,01,0001,Tehsil - Behat 0001,002000,2 BENGALI,160,141,19,156,139,17,4,2,2
C0116,09,01,0001,Tehsil - Behat 0001,002004, 1 BENGALI,160,141,19,156,139,17,4,2,2
C0116,09,01,0001,Tehsil - Behat 0001,006000,6 HINDI,351482,187629,163853,331604,177055,154549,19878,10574,9304
C0116,09,01,0001,Tehsil - Behat 0001,006045, 1 BHOJPURI,19,13,6,19,13,6,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,006060, 2 BUNDELI/BUNDELKHANDI,24,8,16,18,7,11,6,1,5
C0116,09,01,0001,Tehsil - Behat 0001,006095, 3 GARHWALI,32,21,11,32,21,11,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,006117, 4 HARYANVI,132,28,104,132,28,104,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,006118, 5 HINDI,351072,187401,163671,331200,176828,154372,19872,10573,9299
C0116,09,01,0001,Tehsil - Behat 0001,006242, 6 RAJASTHANI,6,4,2,6,4,2,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,006999,6 Others,197,154,43,197,154,43,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,008000,8 KASHMIRI,27,27,0,27,27,0,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,008002, 1 KASHMIRI,27,27,0,27,27,0,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,011000,11 MALAYALAM,9,2,7,6,1,5,3,1,2
C0116,09,01,0001,Tehsil - Behat 0001,011013, 1 MALAYALAM,9,2,7,6,1,5,3,1,2
C0116,09,01,0001,Tehsil - Behat 0001,012000,12 MANIPURI,4,4,0,4,4,0,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,012002, 1 MANIPURI,4,4,0,4,4,0,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,013000,13 MARATHI,6,4,2,6,4,2,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,013048, 1 MARATHI,6,4,2,6,4,2,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,014000,14 NEPALI,88,48,40,85,45,40,3,3,0
C0116,09,01,0001,Tehsil - Behat 0001,014009, 1 NEPALI,88,48,40,85,45,40,3,3,0
C0116,09,01,0001,Tehsil - Behat 0001,015000,15 ORIYA,4,2,2,4,2,2,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,015031, 1 ORIYA,4,2,2,4,2,2,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,016000,16 PUNJABI,133,71,62,32,15,17,101,56,45
C0116,09,01,0001,Tehsil - Behat 0001,016018, 1 PUNJABI,133,71,62,32,15,17,101,56,45
C0116,09,01,0001,Tehsil - Behat 0001,022000,22 URDU,73919,39673,34246,66465,35662,30803,7454,4011,3443
C0116,09,01,0001,Tehsil - Behat 0001,022014, 1 URDU,73919,39673,34246,66465,35662,30803,7454,4011,3443
C0116,09,01,0001,Tehsil - Behat 0001,040000,40 ENGLISH,105,53,52,105,53,52,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,040001, 1 ENGLISH,105,53,52,105,53,52,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,053000,53 KHANDESHI,48,37,11,48,37,11,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,053005, 1 GUJARI,48,37,11,48,37,11,0,0,0
C0116,09,01,0001,Tehsil - Behat 0001,123000,123 OTHERS,1,0,1,1,0,1,0,0,0
C0116,09,01,0002,Tehsil - Saharanpur 0002,001000,1 ASSAMESE,3,1,2,2,0,2,1,1,0
C0116,09,01,0002,Tehsil - Saharanpur 0002,001002, 1 ASSAMESE,3,1,2,2,0,2,1,1,0
C0116,09,01,0002,Tehsil - Saharanpur 0002,002000,2 BENGALI,291,155,136,45,26,19,246,129,117
C0116,09,01,0002,Tehsil - Saharanpur 0002,002004, 1 BENGALI,291,155,136,45,26,19,246,129,117
C0116,09,01,0002,Tehsil - Saharanpur 0002,004000,4 DOGRI,1,1,0,0,0,0,1,1,0
C0116,09,01,0002,Tehsil - Saharanpur 0002,004001, 1 DOGRI,1,1,0,0,0,0,1,1,0
C0116,09,01,0002,Tehsil - Saharanpur 0002,005000,5 GUJARATI,69,32,37,6,3,3,63,29,34
C0116,09,01,0002,Tehsil - Saharanpur 0002,005011, 1 GUJARATI,69,32,37,6,3,3,63,29,34
C0116,09,01,0002,Tehsil - Saharanpur 0002,006000,6 HINDI,660704,352506,308198,394572,211191,183381,266132,141315,124817
C0116,09,01,0002,Tehsil - Saharanpur 0002,006008, 1 AWADHI,3,2,1,0,0,0,3,2,1
C0116,09,01,0002,Tehsil - Saharanpur 0002,006045, 2 BHOJPURI,178,102,76,3,2,1,175,100,75
C0116,09,01,0002,Tehsil - Saharanpur 0002,006059, 3 BRAJBHASHA,8,4,4,0,0,0,8,4,4
C0116,09,01,0002,Tehsil - Saharanpur 0002,006060, 4 BUNDELI/BUNDELKHANDI,61,36,25,13,8,5,48,28,20
C0116,09,01,0002,Tehsil - Saharanpur 0002,006095, 5 GARHWALI,212,104,108,28,14,14,184,90,94
C0116,09,01,0002,Tehsil - Saharanpur 0002,006117, 6 HARYANVI,65,8,57,60,6,54,5,2,3
C0116,09,01,0002,Tehsil - Saharanpur 0002,006118, 7 HINDI,659998,352162,307836,394458,211158,183300,265540,141004,124536
C0116,09,01,0002,Tehsil - Saharanpur 0002,006162, 8 KUMAUNI,29,14,15,1,0,1,28,14,14
C0116,09,01,0002,Tehsil - Saharanpur 0002,006213, 9 PAHARI,8,5,3,2,1,1,6,4,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,006242, 10 RAJASTHANI,50,21,29,0,0,0,50,21,29
C0116,09,01,0002,Tehsil - Saharanpur 0002,006999,6 Others,92,48,44,7,2,5,85,46,39
C0116,09,01,0002,Tehsil - Saharanpur 0002,007000,7 KANNADA,3,1,2,0,0,0,3,1,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,007013, 1 KANNADA,3,1,2,0,0,0,3,1,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,008000,8 KASHMIRI,6,4,2,0,0,0,6,4,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,008002, 1 KASHMIRI,5,3,2,0,0,0,5,3,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,008999,8 Others,1,1,0,0,0,0,1,1,0
C0116,09,01,0002,Tehsil - Saharanpur 0002,009000,9 KONKANI,1,0,1,0,0,0,1,0,1
C0116,09,01,0002,Tehsil - Saharanpur 0002,009010, 1 KONKANI,1,0,1,0,0,0,1,0,1
C0116,09,01,0002,Tehsil - Saharanpur 0002,010000,10 MAITHILI,10,5,5,0,0,0,10,5,5
C0116,09,01,0002,Tehsil - Saharanpur 0002,010006, 1 MAITHILI,10,5,5,0,0,0,10,5,5
C0116,09,01,0002,Tehsil - Saharanpur 0002,011000,11 MALAYALAM,37,19,18,0,0,0,37,19,18
C0116,09,01,0002,Tehsil - Saharanpur 0002,011013, 1 MALAYALAM,37,19,18,0,0,0,37,19,18
C0116,09,01,0002,Tehsil - Saharanpur 0002,013000,13 MARATHI,54,28,26,0,0,0,54,28,26
C0116,09,01,0002,Tehsil - Saharanpur 0002,013048, 1 MARATHI,54,28,26,0,0,0,54,28,26
C0116,09,01,0002,Tehsil - Saharanpur 0002,014000,14 NEPALI,164,95,69,54,35,19,110,60,50
C0116,09,01,0002,Tehsil - Saharanpur 0002,014009, 1 NEPALI,164,95,69,54,35,19,110,60,50
C0116,09,01,0002,Tehsil - Saharanpur 0002,015000,15 ORIYA,90,44,46,3,3,0,87,41,46
C0116,09,01,0002,Tehsil - Saharanpur 0002,015031, 1 ORIYA,90,44,46,3,3,0,87,41,46
C0116,09,01,0002,Tehsil - Saharanpur 0002,016000,16 PUNJABI,15409,7937,7472,986,524,462,14423,7413,7010
C0116,09,01,0002,Tehsil - Saharanpur 0002,016018, 1 PUNJABI,15361,7913,7448,967,515,452,14394,7398,6996
C0116,09,01,0002,Tehsil - Saharanpur 0002,016999,16 Others,48,24,24,19,9,10,29,15,14
C0116,09,01,0002,Tehsil - Saharanpur 0002,019000,19 SINDHI,8,4,4,1,1,0,7,3,4
C0116,09,01,0002,Tehsil - Saharanpur 0002,019013, 1 SINDHI,8,4,4,1,1,0,7,3,4
C0116,09,01,0002,Tehsil - Saharanpur 0002,020000,20 TAMIL,34,24,10,0,0,0,34,24,10
C0116,09,01,0002,Tehsil - Saharanpur 0002,020020, 1 TAMIL,33,23,10,0,0,0,33,23,10
C0116,09,01,0002,Tehsil - Saharanpur 0002,020999,20 Others,1,1,0,0,0,0,1,1,0
C0116,09,01,0002,Tehsil - Saharanpur 0002,021000,21 TELUGU,5,3,2,0,0,0,5,3,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,021035, 1 TELUGU,5,3,2,0,0,0,5,3,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,022000,22 URDU,272151,144335,127816,88248,46836,41412,183903,97499,86404
C0116,09,01,0002,Tehsil - Saharanpur 0002,022014, 1 URDU,272151,144335,127816,88248,46836,41412,183903,97499,86404
C0116,09,01,0002,Tehsil - Saharanpur 0002,028000,28 ARABIC/ARBI,5,1,4,3,1,2,2,0,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,028001, 1 ARABIC/ARBI,5,1,4,3,1,2,2,0,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,040000,40 ENGLISH,335,173,162,8,3,5,327,170,157
C0116,09,01,0002,Tehsil - Saharanpur 0002,040001, 1 ENGLISH,335,173,162,8,3,5,327,170,157
C0116,09,01,0002,Tehsil - Saharanpur 0002,072000,72 KURUKH/ORAON,1,0,1,0,0,0,1,0,1
C0116,09,01,0002,Tehsil - Saharanpur 0002,072999,72 Others,1,0,1,0,0,0,1,0,1
C0116,09,01,0002,Tehsil - Saharanpur 0002,075000,75 LAHNDA,6,4,2,0,0,0,6,4,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,075012, 1 MULTANI,6,4,2,0,0,0,6,4,2
C0116,09,01,0002,Tehsil - Saharanpur 0002,114000,114 TIBETAN,22,10,12,0,0,0,22,10,12
C0116,09,01,0002,Tehsil - Saharanpur 0002,114008, 1 TIBETAN,22,10,12,0,0,0,22,10,12
C0116,09,01,0002,Tehsil - Saharanpur 0002,123000,123 OTHERS,16,6,10,0,0,0,16,6,10
C0116,09,01,0003,Tehsil - Nakur 0003,001000,1 ASSAMESE,5,4,1,2,1,1,3,3,0
C0116,09,01,0003,Tehsil - Nakur 0003,001002, 1 ASSAMESE,5,4,1,2,1,1,3,3,0
C0116,09,01,0003,Tehsil - Nakur 0003,002000,2 BENGALI,116,69,47,59,38,21,57,31,26
C0116,09,01,0003,Tehsil - Nakur 0003,002004, 1 BENGALI,116,69,47,59,38,21,57,31,26
C0116,09,01,0003,Tehsil - Nakur 0003,004000,4 DOGRI,5,2,3,0,0,0,5,2,3
C0116,09,01,0003,Tehsil - Nakur 0003,004001, 1 DOGRI,5,2,3,0,0,0,5,2,3
C0116,09,01,0003,Tehsil - Nakur 0003,006000,6 HINDI,613853,329521,284332,543958,292144,251814,69895,37377,32518
C0116,09,01,0003,Tehsil - Nakur 0003,006008, 1 AWADHI,11,9,2,5,5,0,6,4,2
C0116,09,01,0003,Tehsil - Nakur 0003,006045, 2 BHOJPURI,102,54,48,14,6,8,88,48,40
C0116,09,01,0003,Tehsil - Nakur 0003,006060, 3 BUNDELI/BUNDELKHANDI,26,13,13,20,12,8,6,1,5
C0116,09,01,0003,Tehsil - Nakur 0003,006095, 4 GARHWALI,237,181,56,61,38,23,176,143,33
C0116,09,01,0003,Tehsil - Nakur 0003,006117, 5 HARYANVI,189,66,123,175,57,118,14,9,5
C0116,09,01,0003,Tehsil - Nakur 0003,006118, 6 HINDI,613108,329102,284006,543592,291981,251611,69516,37121,32395
C0116,09,01,0003,Tehsil - Nakur 0003,006127, 7 JAUNSARI,12,8,4,6,2,4,6,6,0
C0116,09,01,0003,Tehsil - Nakur 0003,006162, 8 KUMAUNI,71,39,32,38,20,18,33,19,14
C0116,09,01,0003,Tehsil - Nakur 0003,006192, 9 MARWARI,2,1,1,0,0,0,2,1,1
C0116,09,01,0003,Tehsil - Nakur 0003,006195, 10 MEWARI,41,22,19,0,0,0,41,22,19
C0116,09,01,0003,Tehsil - Nakur 0003,006213, 11 PAHARI,5,2,3,0,0,0,5,2,3
C0116,09,01,0003,Tehsil - Nakur 0003,006242, 12 RAJASTHANI,13,6,7,13,6,7,0,0,0
