Table Name,State Code,District Code,Tehsil Code,Area Name,Mother Tongue Code,Mother Tongue,Total - Persons,Total - Males,Total - Females,Rural - Persons,Rural - Males,Rural - Females,Urban - Persons,Urban - Males,Urban - Females
C0116,09,10,0001,Tehsil - Dadri 0001,055006, 1 KHASI,3,2,1,0,0,0,3,2,1
C0116,09,10,0001,Tehsil - Dadri 0001,068000,68 KORWA,1,0,1,0,0,0,1,0,1
C0116,09,10,0001,Tehsil - Dadri 0001,068999,68 Others,1,0,1,0,0,0,1,0,1
C0116,09,10,0001,Tehsil - Dadri 0001,072000,72 KURUKH/ORAON,6,5,1,0,0,0,6,5,1
C0116,09,10,0001,Tehsil - Dadri 0001,072009, 1 KURUKH/ORAON,5,4,1,0,0,0,5,4,1
C0116,09,10,0001,Tehsil - Dadri 0001,072999,72 Others,1,1,0,0,0,0,1,1,0
C0116,09,10,0001,Tehsil - Dadri 0001,073000,73 LADAKHI,12,6,6,0,0,0,12,6,6
C0116,09,10,0001,Tehsil - Dadri 0001,073002, 1 LADAKHI,12,6,6,0,0,0,12,6,6
C0116,09,10,0001,Tehsil - Dadri 0001,075000,75 LAHNDA,3,1,2,0,0,0,3,1,2
C0116,09,10,0001,Tehsil - Dadri 0001,075012, 1 MULTANI,3,1,2,0,0,0,3,1,2
C0116,09,10,0001,Tehsil - Dadri 0001,090000,90 MUNDA,4,3,1,0,0,0,4,3,1
C0116,09,10,0001,Tehsil - Dadri 0001,090006, 1 MUNDA,3,3,0,0,0,0,3,3,0
C0116,09,10,0001,Tehsil - Dadri 0001,090999,90 Others,1,0,1,0,0,0,1,0,1
C0116,09,10,0001,Tehsil - Dadri 0001,091000,91 MUNDARI,5,2,3,0,0,0,5,2,3
C0116,09,10,0001,Tehsil - Dadri 0001,091999,91 Others,5,2,3,0,0,0,5,2,3
C0116,09,10,0001,Tehsil - Dadri 0001,105000,105 SAVARA,1,0,1,0,0,0,1,0,1
C0116,09,10,0001,Tehsil - Dadri 0001,105999,105 Others,1,0,1,0,0,0,1,0,1
C0116,09,10,0001,Tehsil - Dadri 0001,110000,110 TAMANG,1,0,1,0,0,0,1,0,1
C0116,09,10,0001,Tehsil - Dadri 0001,110001, 1 TAMANG,1,0,1,0,0,0,1,0,1
C0116,09,10,0001,Tehsil - Dadri 0001,113000,113 THADO,3,3,0,2,2,0,1,1,0
C0116,09,10,0001,Tehsil - Dadri 0001,113999,113 Others,3,3,0,2,2,0,1,1,0
C0116,09,10,0001,Tehsil - Dadri 0001,114000,114 TIBETAN,1,0,1,0,0,0,1,0,1
C0116,09,10,0001,Tehsil - Dadri 0001,114999,114 Others,1,0,1,0,0,0,1,0,1
C0116,09,10,0001,Tehsil - Dadri 0001,116000,116 TULU,22,13,9,1,1,0,21,12,9
C0116,09,10,0001,Tehsil - Dadri 0001,116009, 1 TULU,21,12,9,0,0,0,21,12,9
C0116,09,10,0001,Tehsil - Dadri 0001,116999,116 Others,1,1,0,1,1,0,0,0,0
C0116,09,10,0001,Tehsil - Dadri 0001,121000,121 ZEMI,3,3,0,0,0,0,3,3,0
C0116,09,10,0001,Tehsil - Dadri 0001,121999,121 Others,3,3,0,0,0,0,3,3,0
C0116,09,10,0001,Tehsil - Dadri 0001,123000,123 OTHERS,1142,609,533,101,64,37,1041,545,496
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,002000,2 BENGALI,56,29,27,45,24,21,11,5,6
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,002004, 1 BENGALI,56,29,27,45,24,21,11,5,6
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,006000,6 HINDI,254661,137566,117095,236272,127709,108563,18389,9857,8532
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,006045, 1 BHOJPURI,7,5,2,7,5,2,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,006060, 2 BUNDELI/BUNDELKHANDI,11,8,3,9,6,3,2,2,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,006095, 3 GARHWALI,24,14,10,21,14,7,3,0,3
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,006118, 4 HINDI,254611,137534,117077,236227,127679,108548,18384,9855,8529
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,006127, 5 JAUNSARI,6,3,3,6,3,3,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,006999,6 Others,2,2,0,2,2,0,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,008000,8 KASHMIRI,7,4,3,7,4,3,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,008002, 1 KASHMIRI,7,4,3,7,4,3,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,010000,10 MAITHILI,2,2,0,2,2,0,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,010006, 1 MAITHILI,2,2,0,2,2,0,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,011000,11 MALAYALAM,2,1,1,2,1,1,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,011013, 1 MALAYALAM,2,1,1,2,1,1,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,013000,13 MARATHI,2,1,1,2,1,1,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,013048, 1 MARATHI,2,1,1,2,1,1,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,014000,14 NEPALI,2840,1529,1311,2794,1498,1296,46,31,15
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,014009, 1 NEPALI,2840,1529,1311,2794,1498,1296,46,31,15
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,015000,15 ORIYA,2,1,1,2,1,1,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,015031, 1 ORIYA,2,1,1,2,1,1,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,016000,16 PUNJABI,339,177,162,329,173,156,10,4,6
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,016018, 1 PUNJABI,329,173,156,329,173,156,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,016999,16 Others,10,4,6,0,0,0,10,4,6
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,017000,17 SANSKRIT,2,1,1,2,1,1,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,017002, 1 SANSKRIT,2,1,1,2,1,1,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,020000,20 TAMIL,20,11,9,20,11,9,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,020020, 1 TAMIL,20,11,9,20,11,9,0,0,0
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,022000,22 URDU,1485,780,705,463,263,200,1022,517,505
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,022014, 1 URDU,1485,780,705,463,263,200,1022,517,505
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,040000,40 ENGLISH,10,3,7,8,3,5,2,0,2
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,040001, 1 ENGLISH,10,3,7,8,3,5,2,0,2
C0116,09,10,0002,Tehsil - Gautam Buddha Nagar ** 0002,123000,123 OTHERS,17,15,2,17,15,2,0,0,0
C0116,09,10,0003,Tehsil - Jewar ** 0003,006000,6 HINDI,246229,131651,114578,192257,102962,89295,53972,28689,25283
C0116,09,10,0003,Tehsil - Jewar ** 0003,006008, 1 AWADHI,1,1,0,1,1,0,0,0,0
C0116,09,10,0003,Tehsil - Jewar ** 0003,006060, 2 BUNDELI/BUNDELKHANDI,2,1,1,1,1,0,1,0,1
C0116,09,10,0003,Tehsil - Jewar ** 0003,006095, 3 GARHWALI,9,4,5,9,4,5,0,0,0
C0116,09,10,0003,Tehsil - Jewar ** 0003,006117, 4 HARYANVI,3,1,2,0,0,0,3,1,2
C0116,09,10,0003,Tehsil - Jewar ** 0003,006118, 5 HINDI,246212,131643,114569,192245,102955,89290,53967,28688,25279
C0116,09,10,0003,Tehsil - Jewar ** 0003,006127, 6 JAUNSARI,1,1,0,1,1,0,0,0,0
C0116,09,10,0003,Tehsil - Jewar ** 0003,006242, 7 RAJASTHANI,1,0,1,0,0,0,1,0,1
C0116,09,10,0003,Tehsil - Jewar ** 0003,007000,7 KANNADA,4,2,2,0,0,0,4,2,2
C0116,09,10,0003,Tehsil - Jewar ** 0003,007013, 1 KANNADA,4,2,2,0,0,0,4,2,2
C0116,09,10,0003,Tehsil - Jewar ** 0003,011000,11 MALAYALAM,2,1,1,0,0,0,2,1,1
C0116,09,10,0003,Tehsil - Jewar ** 0003,011013, 1 MALAYALAM,2,1,1,0,0,0,2,1,1
C0116,09,10,0003,Tehsil - Jewar ** 0003,013000,13 MARATHI,4,3,1,1,1,0,3,2,1
C0116,09,10,0003,Tehsil - Jewar ** 0003,013048, 1 MARATHI,4,3,1,1,1,0,3,2,1
C0116,09,10,0003,Tehsil - Jewar ** 0003,014000,14 NEPALI,1286,780,506,1123,697,426,163,83,80
C0116,09,10,0003,Tehsil - Jewar ** 0003,014009, 1 NEPALI,1286,780,506,1123,697,426,163,83,80
C0116,09,10,0003,Tehsil - Jewar ** 0003,016000,16 PUNJABI,72,35,37,61,32,29,11,3,8
C0116,09,10,0003,Tehsil - Jewar ** 0003,016018, 1 PUNJABI,72,35,37,61,32,29,11,3,8
C0116,09,10,0003,Tehsil - Jewar ** 0003,022000,22 URDU,2721,1403,1318,171,88,83,2550,1315,1235
C0116,09,10,0003,Tehsil - Jewar ** 0003,022014, 1 URDU,2721,1403,1318,171,88,83,2550,1315,1235
C0116,09,10,0003,Tehsil - Jewar ** 0003,040000,40 ENGLISH,2,1,1,2,1,1,0,0,0
C0116,09,10,0003,Tehsil - Jewar ** 0003,040001, 1 ENGLISH,2,1,1,2,1,1,0,0,0
C0116,09,10,0003,Tehsil - Jewar ** 0003,123000,123 OTHERS,6,2,4,0,0,0,6,2,4
C0116,09,11,0000,District - Bulandshahar  11,001000,1 ASSAMESE,4,2,2,4,2,2,0,0,0
C0116,09,11,0000,District - Bulandshahar  11,001002, 1 ASSAMESE,4,2,2,4,2,2,0,0,0
C0116,09,11,0000,District - Bulandshahar  11,002000,2 BENGALI,324,178,146,124,62,62,200,116,84
C0116,09,11,0000,District - Bulandshahar  11,002004, 1 BENGALI,324,178,146,124,62,62,200,116,84
C0116,09,11,0000,District - Bulandshahar  11,004000,4 DOGRI,2,2,0,0,0,0,2,2,0
C0116,09,11,0000,District - Bulandshahar  11,004001, 1 DOGRI,2,2,0,0,0,0,2,2,0
C0116,09,11,0000,District - Bulandshahar  11,005000,5 GUJARATI,10,6,4,6,4,2,4,2,2
C0116,09,11,0000,District - Bulandshahar  11,005011, 1 GUJARATI,4,2,2,0,0,0,4,2,2
C0116,09,11,0000,District - Bulandshahar  11,005999,5 Others,6,4,2,6,4,2,0,0,0
C0116,09,11,0000,District - Bulandshahar  11,006000,6 HINDI,2680430,1428451,1251979,2167351,1155766,1011585,513079,272685,240394
C0116,09,11,0000,District - Bulandshahar  11,006008, 1 AWADHI,5,1,4,0,0,0,5,1,4
C0116,09,11,0000,District - Bulandshahar  11,006026, 2 BANJARI,57,28,29,57,28,29,0,0,0
C0116,09,11,0000,District - Bulandshahar  11,006045, 3 BHOJPURI,102,77,25,75,58,17,27,19,8
C0116,09,11,0000,District - Bulandshahar  11,006059, 4 BRAJBHASHA,60,29,31,60,29,31,0,0,0
C0116,09,11,0000,District - Bulandshahar  11,006060, 5 BUNDELI/BUNDELKHANDI,111,54,57,57,24,33,54,30,24
C0116,09,11,0000,District - Bulandshahar  11,006072, 6 CHHATTISGARHI,33,17,16,33,17,16,0,0,0
C0116,09,11,0000,District - Bulandshahar  11,006095, 7 GARHWALI,38,17,21,8,4,4,30,13,17
C0116,09,11,0000,District - Bulandshahar  11,006117, 8 HARYANVI,5,1,4,3,0,3,2,1,1
C0116,09,11,0000,District - Bulandshahar  11,006118, 9 HINDI,2679590,1428003,1251587,2166806,1155467,1011339,512784,272536,240248
C0116,09,11,0000,District - Bulandshahar  11,006127, 10 JAUNSARI,1,1,0,1,1,0,0,0,0
C0116,09,11,0000,District - Bulandshahar  11,006148, 11 KHARI BOLI,5,3,2,5,3,2,0,0,0
C0116,09,11,0000,District - Bulandshahar  11,006162, 12 KUMAUNI,9,6,3,0,0,0,9,6,3
C0116,09,11,0000,District - Bulandshahar  11,006195, 13 MEWARI,20,10,10,0,0,0,20,10,10
C0116,09,11,0000,District - Bulandshahar  11,006213, 14 PAHARI,7,4,3,0,0,0,7,4,3
C0116,09,11,0000,District - Bulandshahar  11,006242, 15 RAJASTHANI,208,105,103,73,43,30,135,62,73
C0116,09,11,0000,District - Bulandshahar  11,006999,6 Others,179,95,84,173,92,81,6,3,3
C0116,09,11,0000,District - Bulandshahar  11,008000,8 KASHMIRI,2,2,0,0,0,0,2,2,0
C0116,09,11,0000,District - Bulandshahar  11,008002, 1 KASHMIRI,2,2,0,0,0,0,2,2,0
C0116,09,11,0000,District - Bulandshahar  11,010000,10 MAITHILI,2,2,0,0,0,0,2,2,0
C0116,09,11,0000,District - Bulandshahar  11,010006, 1 MAITHILI,2,2,0,0,0,0,2,2,0
C0116,09,11,0000,District - Bulandshahar  11,011000,11 MALAYALAM,47,27,20,0,0,0,47,27,20
C0116,09,11,0000,District - Bulandshahar  11,011013, 1 MALAYALAM,47,27,20,0,0,0,47,27,20
C0116,09,11,0000,District - Bulandshahar  11,013000,13 MARATHI,48,26,22,1,1,0,47,25,22
C0116,09,11,0000,District - Bulandshahar  11,013048, 1 MARATHI,48,26,22,1,1,0,47,25,22
C0116,09,11,0000,District - Bulandshahar  11,014000,14 NEPALI,107,53,54,44,21,23,63,32,31
C0116,09,11,0000,District - Bulandshahar  11,014009, 1 NEPALI,107,53,54,44,21,23,63,32,31
C0116,09,11,0000,District - Bulandshahar  11,015000,15 ORIYA,28,13,15,17,8,9,11,5,6
C0116,09,11,0000,District - Bulandshahar  11,015031, 1 ORIYA,28,13,15,17,8,9,11,5,6
C0116,09,11,0000,District - Bulandshahar  11,016000,16 PUNJABI,1161,607,554,138,75,63,1023,532,491
C0116,09,11,0000,District - Bulandshahar  11,016018, 1 PUNJABI,1157,604,553,138,75,63,1019,529,490
C0116,09,11,0000,District - Bulandshahar  11,016999,16 Others,4,3,1,0,0,0,4,3,1
C0116,09,11,0000,District - Bulandshahar  11,017000,17 SANSKRIT,3,2,1,0,0,0,3,2,1
C0116,09,11,0000,District - Bulandshahar  11,017002, 1 SANSKRIT,3,2,1,0,0,0,3,2,1
C0116,09,11,0000,District - Bulandshahar  11,019000,19 SINDHI,4,3,1,0,0,0,4,3,1
C0116,09,11,0000,District - Bulandshahar  11,019013, 1 SINDHI,4,3,1,0,0,0,4,3,1
C0116,09,11,0000,District - Bulandshahar  11,020000,20 TAMIL,21,11,10,5,4,1,16,7,9
C0116,09,11,0000,District - Bulandshahar  11,020020, 1 TAMIL,21,11,10,5,4,1,16,7,9
C0116,09,11,0000,District - Bulandshahar  11,021000,21 TELUGU,57,29,28,1,1,0,56,28,28
C0116,09,11,0000,District - Bulandshahar  11,021035, 1 TELUGU,57,29,28,1,1,0,56,28,28
C0116,09,11,0000,District - Bulandshahar  11,022000,22 URDU,230608,120765,109843,70738,36876,33862,159870,83889,75981
C0116,09,11,0000,District - Bulandshahar  11,022014, 1 URDU,230608,120765,109843,70738,36876,33862,159870,83889,75981
C0116,09,11,0000,District - Bulandshahar  11,028000,28 ARABIC/ARBI,4,2,2,0,0,0,4,2,2
C0116,09,11,0000,District - Bulandshahar  11,028001, 1 ARABIC/ARBI,4,2,2,0,0,0,4,2,2
C0116,09,11,0000,District - Bulandshahar  11,040000,40 ENGLISH,205,116,89,196,113,83,9,3,6
C0116,09,11,0000,District - Bulandshahar  11,040001, 1 ENGLISH,205,116,89,196,113,83,9,3,6
C0116,09,11,0000,District - Bulandshahar  11,123000,123 OTHERS,55,29,26,39,19,20,16,10,6
C0116,09,11,0001,Tehsil - Sikandrabad 0001,002000,2 BENGALI,21,11,10,3,0,3,18,11,7
C0116,09,11,0001,Tehsil - Sikandrabad 0001,002004, 1 BENGALI,21,11,10,3,0,3,18,11,7
C0116,09,11,0001,Tehsil - Sikandrabad 0001,006000,6 HINDI,226939,122247,104692,180148,97413,82735,46791,24834,21957
C0116,09,11,0001,Tehsil - Sikandrabad 0001,006045, 1 BHOJPURI,69,48,21,60,43,17,9,5,4
C0116,09,11,0001,Tehsil - Sikandrabad 0001,006060, 2 BUNDELI/BUNDELKHANDI,8,5,3,3,1,2,5,4,1
C0116,09,11,0001,Tehsil - Sikandrabad 0001,006095, 3 GARHWALI,15,7,8,3,2,1,12,5,7
C0116,09,11,0001,Tehsil - Sikandrabad 0001,006117, 4 HARYANVI,1,1,0,0,0,0,1,1,0
C0116,09,11,0001,Tehsil - Sikandrabad 0001,006118, 5 HINDI,226845,122185,104660,180082,97367,82715,46763,24818,21945
C0116,09,11,0001,Tehsil - Sikandrabad 0001,006162, 6 KUMAUNI,1,1,0,0,0,0,1,1,0
C0116,09,11,0001,Tehsil - Sikandrabad 0001,011000,11 MALAYALAM,5,3,2,0,0,0,5,3,2
C0116,09,11,0001,Tehsil - Sikandrabad 0001,011013, 1 MALAYALAM,5,3,2,0,0,0,5,3,2
C0116,09,11,0001,Tehsil - Sikandrabad 0001,014000,14 NEPALI,13,6,7,5,3,2,8,3,5
C0116,09,11,0001,Tehsil - Sikandrabad 0001,014009, 1 NEPALI,13,6,7,5,3,2,8,3,5
C0116,09,11,0001,Tehsil - Sikandrabad 0001,015000,15 ORIYA,6,3,3,2,1,1,4,2,2
C0116,09,11,0001,Tehsil - Sikandrabad 0001,015031, 1 ORIYA,6,3,3,2,1,1,4,2,2
C0116,09,11,0001,Tehsil - Sikandrabad 0001,016000,16 PUNJABI,154,79,75,4,3,1,150,76,74
C0116,09,11,0001,Tehsil - Sikandrabad 0001,016018, 1 PUNJABI,154,79,75,4,3,1,150,76,74
C0116,09,11,0001,Tehsil - Sikandrabad 0001,021000,21 TELUGU,5,3,2,0,0,0,5,3,2
C0116,09,11,0001,Tehsil - Sikandrabad 0001,021035, 1 TELUGU,5,3,2,0,0,0,5,3,2
C0116,09,11,0001,Tehsil - Sikandrabad 0001,022000,22 URDU,25627,13269,12358,2749,1434,1315,22878,11835,11043
C0116,09,11,0001,Tehsil - Sikandrabad 0001,022014, 1 URDU,25627,13269,12358,2749,1434,1315,22878,11835,11043
C0116,09,11,0001,Tehsil - Sikandrabad 0001,040000,40 ENGLISH,5,0,5,0,0,0,5,0,5
C0116,09,11,0001,Tehsil - Sikandrabad 0001,040001, 1 ENGLISH,5,0,5,0,0,0,5,0,5
C0116,09,11,0001,Tehsil - Sikandrabad 0001,123000,123 OTHERS,3,2,1,0,0,0,3,2,1
C0116,09,11,0002,Tehsil - Bulandshahr 0002,002000,2 BENGALI,128,65,63,79,39,40,49,26,23
C0116,09,11,0002,Tehsil - Bulandshahr 0002,002004, 1 BENGALI,128,65,63,79,39,40,49,26,23
C0116,09,11,0002,Tehsil - Bulandshahr 0002,005000,5 GUJARATI,10,6,4,6,4,2,4,2,2
C0116,09,11,0002,Tehsil - Bulandshahr 0002,005011, 1 GUJARATI,4,2,2,0,0,0,4,2,2
C0116,09,11,0002,Tehsil - Bulandshahr 0002,005999,5 Others,6,4,2,6,4,2,0,0,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006000,6 HINDI,648717,345541,303176,460797,245695,215102,187920,99846,88074
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006008, 1 AWADHI,5,1,4,0,0,0,5,1,4
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006045, 2 BHOJPURI,15,13,2,2,2,0,13,11,2
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006060, 3 BUNDELI/BUNDELKHANDI,37,23,14,20,11,9,17,12,5
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006072, 4 CHHATTISGARHI,33,17,16,33,17,16,0,0,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006095, 5 GARHWALI,14,6,8,1,1,0,13,5,8
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006117, 6 HARYANVI,2,0,2,1,0,1,1,0,1
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006118, 7 HINDI,648587,345468,303119,460739,245663,215076,187848,99805,88043
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006127, 8 JAUNSARI,1,1,0,1,1,0,0,0,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006162, 9 KUMAUNI,8,5,3,0,0,0,8,5,3
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006213, 10 PAHARI,7,4,3,0,0,0,7,4,3
C0116,09,11,0002,Tehsil - Bulandshahr 0002,006242, 11 RAJASTHANI,8,3,5,0,0,0,8,3,5
C0116,09,11,0002,Tehsil - Bulandshahr 0002,008000,8 KASHMIRI,2,2,0,0,0,0,2,2,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,008002, 1 KASHMIRI,2,2,0,0,0,0,2,2,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,011000,11 MALAYALAM,19,11,8,0,0,0,19,11,8
C0116,09,11,0002,Tehsil - Bulandshahr 0002,011013, 1 MALAYALAM,19,11,8,0,0,0,19,11,8
C0116,09,11,0002,Tehsil - Bulandshahr 0002,013000,13 MARATHI,27,15,12,0,0,0,27,15,12
C0116,09,11,0002,Tehsil - Bulandshahr 0002,013048, 1 MARATHI,27,15,12,0,0,0,27,15,12
C0116,09,11,0002,Tehsil - Bulandshahr 0002,014000,14 NEPALI,51,30,21,17,10,7,34,20,14
C0116,09,11,0002,Tehsil - Bulandshahr 0002,014009, 1 NEPALI,51,30,21,17,10,7,34,20,14
C0116,09,11,0002,Tehsil - Bulandshahr 0002,015000,15 ORIYA,6,3,3,6,3,3,0,0,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,015031, 1 ORIYA,6,3,3,6,3,3,0,0,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,016000,16 PUNJABI,391,199,192,14,7,7,377,192,185
C0116,09,11,0002,Tehsil - Bulandshahr 0002,016018, 1 PUNJABI,391,199,192,14,7,7,377,192,185
C0116,09,11,0002,Tehsil - Bulandshahr 0002,017000,17 SANSKRIT,3,2,1,0,0,0,3,2,1
C0116,09,11,0002,Tehsil - Bulandshahr 0002,017002, 1 SANSKRIT,3,2,1,0,0,0,3,2,1
C0116,09,11,0002,Tehsil - Bulandshahr 0002,019000,19 SINDHI,3,2,1,0,0,0,3,2,1
C0116,09,11,0002,Tehsil - Bulandshahr 0002,019013, 1 SINDHI,3,2,1,0,0,0,3,2,1
C0116,09,11,0002,Tehsil - Bulandshahr 0002,020000,20 TAMIL,2,2,0,2,2,0,0,0,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,020020, 1 TAMIL,2,2,0,2,2,0,0,0,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,021000,21 TELUGU,14,5,9,0,0,0,14,5,9
C0116,09,11,0002,Tehsil - Bulandshahr 0002,021035, 1 TELUGU,14,5,9,0,0,0,14,5,9
C0116,09,11,0002,Tehsil - Bulandshahr 0002,022000,22 URDU,83539,44073,39466,32567,17080,15487,50972,26993,23979
C0116,09,11,0002,Tehsil - Bulandshahr 0002,022014, 1 URDU,83539,44073,39466,32567,17080,15487,50972,26993,23979
C0116,09,11,0002,Tehsil - Bulandshahr 0002,040000,40 ENGLISH,191,109,82,190,108,82,1,1,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,040001, 1 ENGLISH,191,109,82,190,108,82,1,1,0
C0116,09,11,0002,Tehsil - Bulandshahr 0002,123000,123 OTHERS,10,4,6,10,4,6,0,0,0
C0116,09,11,0003,Tehsil - Siana 0003,002000,2 BENGALI,66,35,31,2,0,2,64,35,29
C0116,09,11,0003,Tehsil - Siana 0003,002004, 1 BENGALI,66,35,31,2,0,2,64,35,29
C0116,09,11,0003,Tehsil - Siana 0003,006000,6 HINDI,429541,227460,202081,374173,197980,176193,55368,29480,25888
C0116,09,11,0003,Tehsil - Siana 0003,006045, 1 BHOJPURI,2,1,1,0,0,0,2,1,1
C0116,09,11,0003,Tehsil - Siana 0003,006060, 2 BUNDELI/BUNDELKHANDI,4,1,3,2,0,2,2,1,1
C0116,09,11,0003,Tehsil - Siana 0003,006095, 3 GARHWALI,1,0,1,1,0,1,0,0,0
C0116,09,11,0003,Tehsil - Siana 0003,006118, 4 HINDI,429437,227406,202031,374102,197941,176161,55335,29465,25870
C0116,09,11,0003,Tehsil - Siana 0003,006242, 5 RAJASTHANI,94,51,43,67,39,28,27,12,15
C0116,09,11,0003,Tehsil - Siana 0003,006999,6 Others,3,1,2,1,0,1,2,1,1
C0116,09,11,0003,Tehsil - Siana 0003,014000,14 NEPALI,18,6,12,12,5,7,6,1,5
C0116,09,11,0003,Tehsil - Siana 0003,014009, 1 NEPALI,18,6,12,12,5,7,6,1,5
C0116,09,11,0003,Tehsil - Siana 0003,015000,15 ORIYA,1,0,1,1,0,1,0,0,0
C0116,09,11,0003,Tehsil - Siana 0003,015031, 1 ORIYA,1,0,1,1,0,1,0,0,0
C0116,09,11,0003,Tehsil - Siana 0003,016000,16 PUNJABI,46,22,24,0,0,0,46,22,24
C0116,09,11,0003,Tehsil - Siana 0003,016018, 1 PUNJABI,46,22,24,0,0,0,46,22,24
C0116,09,11,0003,Tehsil - Siana 0003,020000,20 TAMIL,1,1,0,1,1,0,0,0,0
C0116,09,11,0003,Tehsil - Siana 0003,020020, 1 TAMIL,1,1,0,1,1,0,0,0,0
C0116,09,11,0003,Tehsil - Siana 0003,022000,22 URDU,32197,16759,15438,12810,6614,6196,19387,10145,9242
C0116,09,11,0003,Tehsil - Siana 0003,022014, 1 URDU,32197,16759,15438,12810,6614,6196,19387,10145,9242
C0116,09,11,0003,Tehsil - Siana 0003,040000,40 ENGLISH,2,2,0,2,2,0,0,0,0
C0116,09,11,0003,Tehsil - Siana 0003,040001, 1 ENGLISH,2,2,0,2,2,0,0,0,0
