Table Name,State Code,District Code,Tehsil Code,Area Name,Mother Tongue Code,Mother Tongue,Total - Persons,Total - Males,Total - Females,Rural - Persons,Rural - Males,Rural - Females,Urban - Persons,Urban - Males,Urban - Females
C0116,09,60,0004,Tehsil - Salempur 0004,009010, 1 KONKANI,1,0,1,1,0,1,0,0,0
C0116,09,60,0004,Tehsil - Salempur 0004,011000,11 MALAYALAM,9,2,7,7,0,7,2,2,0
C0116,09,60,0004,Tehsil - Salempur 0004,011013, 1 MALAYALAM,9,2,7,7,0,7,2,2,0
C0116,09,60,0004,Tehsil - Salempur 0004,014000,14 NEPALI,123,64,59,114,58,56,9,6,3
C0116,09,60,0004,Tehsil - Salempur 0004,014009, 1 NEPALI,123,64,59,114,58,56,9,6,3
C0116,09,60,0004,Tehsil - Salempur 0004,016000,16 PUNJABI,82,49,33,77,46,31,5,3,2
C0116,09,60,0004,Tehsil - Salempur 0004,016018, 1 PUNJABI,10,4,6,5,1,4,5,3,2
C0116,09,60,0004,Tehsil - Salempur 0004,016999,16 Others,72,45,27,72,45,27,0,0,0
C0116,09,60,0004,Tehsil - Salempur 0004,017000,17 SANSKRIT,3,1,2,1,0,1,2,1,1
C0116,09,60,0004,Tehsil - Salempur 0004,017002, 1 SANSKRIT,3,1,2,1,0,1,2,1,1
C0116,09,60,0004,Tehsil - Salempur 0004,019000,19 SINDHI,2,0,2,1,0,1,1,0,1
C0116,09,60,0004,Tehsil - Salempur 0004,019013, 1 SINDHI,2,0,2,1,0,1,1,0,1
C0116,09,60,0004,Tehsil - Salempur 0004,020000,20 TAMIL,19,14,5,19,14,5,0,0,0
C0116,09,60,0004,Tehsil - Salempur 0004,020020, 1 TAMIL,19,14,5,19,14,5,0,0,0
C0116,09,60,0004,Tehsil - Salempur 0004,021000,21 TELUGU,4,1,3,0,0,0,4,1,3
C0116,09,60,0004,Tehsil - Salempur 0004,021035, 1 TELUGU,4,1,3,0,0,0,4,1,3
C0116,09,60,0004,Tehsil - Salempur 0004,022000,22 URDU,23747,11677,12070,17517,8503,9014,6230,3174,3056
C0116,09,60,0004,Tehsil - Salempur 0004,022014, 1 URDU,23747,11677,12070,17517,8503,9014,6230,3174,3056
C0116,09,60,0004,Tehsil - Salempur 0004,040000,40 ENGLISH,8,4,4,5,2,3,3,2,1
C0116,09,60,0004,Tehsil - Salempur 0004,040001, 1 ENGLISH,8,4,4,5,2,3,3,2,1
C0116,09,60,0004,Tehsil - Salempur 0004,072000,72 KURUKH/ORAON,88,40,48,88,40,48,0,0,0
C0116,09,60,0004,Tehsil - Salempur 0004,072009, 1 KURUKH/ORAON,88,40,48,88,40,48,0,0,0
C0116,09,60,0004,Tehsil - Salempur 0004,123000,123 OTHERS,50,15,35,50,15,35,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,002000,2 BENGALI,19,12,7,19,12,7,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,002004, 1 BENGALI,19,12,7,19,12,7,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,006000,6 HINDI,381268,186996,194272,368768,180495,188273,12500,6501,5999
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,006045, 1 BHOJPURI,26169,12655,13514,24682,11870,12812,1487,785,702
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,006059, 2 BRAJBHASHA,1,1,0,1,1,0,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,006060, 3 BUNDELI/BUNDELKHANDI,6,3,3,6,3,3,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,006095, 4 GARHWALI,266,148,118,239,133,106,27,15,12
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,006118, 5 HINDI,354825,174189,180636,343839,168488,175351,10986,5701,5285
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,006127, 6 JAUNSARI,1,0,1,1,0,1,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,007000,7 KANNADA,35,19,16,35,19,16,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,007999,7 Others,35,19,16,35,19,16,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,010000,10 MAITHILI,4,3,1,4,3,1,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,010006, 1 MAITHILI,4,3,1,4,3,1,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,013000,13 MARATHI,5,3,2,0,0,0,5,3,2
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,013048, 1 MARATHI,5,3,2,0,0,0,5,3,2
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,014000,14 NEPALI,76,35,41,76,35,41,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,014009, 1 NEPALI,76,35,41,76,35,41,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,017000,17 SANSKRIT,15,8,7,1,0,1,14,8,6
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,017002, 1 SANSKRIT,15,8,7,1,0,1,14,8,6
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,019000,19 SINDHI,1,1,0,1,1,0,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,019013, 1 SINDHI,1,1,0,1,1,0,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,020000,20 TAMIL,2,1,1,2,1,1,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,020020, 1 TAMIL,2,1,1,2,1,1,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,022000,22 URDU,2031,980,1051,2027,978,1049,4,2,2
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,022014, 1 URDU,2031,980,1051,2027,978,1049,4,2,2
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,040000,40 ENGLISH,5,4,1,5,4,1,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,040001, 1 ENGLISH,5,4,1,5,4,1,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,072000,72 KURUKH/ORAON,29,9,20,29,9,20,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,072009, 1 KURUKH/ORAON,29,9,20,29,9,20,0,0,0
C0116,09,60,0005,Tehsil - Bhatpar Rani ** 0005,123000,123 OTHERS,19,10,9,19,10,9,0,0,0
C0116,09,61,0000,District - Azamgarh  61,001000,1 ASSAMESE,6,0,6,6,0,6,0,0,0
C0116,09,61,0000,District - Azamgarh  61,001002, 1 ASSAMESE,6,0,6,6,0,6,0,0,0
C0116,09,61,0000,District - Azamgarh  61,002000,2 BENGALI,211,112,99,152,84,68,59,28,31
C0116,09,61,0000,District - Azamgarh  61,002004, 1 BENGALI,211,112,99,152,84,68,59,28,31
C0116,09,61,0000,District - Azamgarh  61,005000,5 GUJARATI,102,58,44,0,0,0,102,58,44
C0116,09,61,0000,District - Azamgarh  61,005011, 1 GUJARATI,102,58,44,0,0,0,102,58,44
C0116,09,61,0000,District - Azamgarh  61,006000,6 HINDI,3586934,1773239,1813695,3401969,1676522,1725447,184965,96717,88248
C0116,09,61,0000,District - Azamgarh  61,006008, 1 AWADHI,205339,101011,104328,204764,100707,104057,575,304,271
C0116,09,61,0000,District - Azamgarh  61,006045, 2 BHOJPURI,1214943,597615,617328,1177596,578196,599400,37347,19419,17928
C0116,09,61,0000,District - Azamgarh  61,006060, 3 BUNDELI/BUNDELKHANDI,72,38,34,63,34,29,9,4,5
C0116,09,61,0000,District - Azamgarh  61,006072, 4 CHHATTISGARHI,2196,1119,1077,2196,1119,1077,0,0,0
C0116,09,61,0000,District - Azamgarh  61,006095, 5 GARHWALI,3417,1874,1543,3278,1800,1478,139,74,65
C0116,09,61,0000,District - Azamgarh  61,006118, 6 HINDI,2159964,1071098,1088866,2013106,994200,1018906,146858,76898,69960
C0116,09,61,0000,District - Azamgarh  61,006127, 7 JAUNSARI,2,1,1,2,1,1,0,0,0
C0116,09,61,0000,District - Azamgarh  61,006148, 8 KHARI BOLI,44,30,14,36,25,11,8,5,3
C0116,09,61,0000,District - Azamgarh  61,006162, 9 KUMAUNI,1,0,1,1,0,1,0,0,0
C0116,09,61,0000,District - Azamgarh  61,006179, 10 MAGADHI/MAGAHI,4,2,2,4,2,2,0,0,0
C0116,09,61,0000,District - Azamgarh  61,006204, 11 NAGPURIA,128,62,66,128,62,66,0,0,0
C0116,09,61,0000,District - Azamgarh  61,006224, 12 PANCH PARGANIA,35,21,14,35,21,14,0,0,0
C0116,09,61,0000,District - Azamgarh  61,006242, 13 RAJASTHANI,29,13,16,0,0,0,29,13,16
C0116,09,61,0000,District - Azamgarh  61,006251, 14 SADAN/SADRI,19,14,5,19,14,5,0,0,0
C0116,09,61,0000,District - Azamgarh  61,006999,6 Others,741,341,400,741,341,400,0,0,0
C0116,09,61,0000,District - Azamgarh  61,007000,7 KANNADA,2,1,1,2,1,1,0,0,0
C0116,09,61,0000,District - Azamgarh  61,007013, 1 KANNADA,2,1,1,2,1,1,0,0,0
C0116,09,61,0000,District - Azamgarh  61,009000,9 KONKANI,2,2,0,2,2,0,0,0,0
C0116,09,61,0000,District - Azamgarh  61,009011, 1 KUDUBI/KUDUMBI,2,2,0,2,2,0,0,0,0
C0116,09,61,0000,District - Azamgarh  61,010000,10 MAITHILI,12,8,4,4,3,1,8,5,3
C0116,09,61,0000,District - Azamgarh  61,010006, 1 MAITHILI,12,8,4,4,3,1,8,5,3
C0116,09,61,0000,District - Azamgarh  61,011000,11 MALAYALAM,3,1,2,3,1,2,0,0,0
C0116,09,61,0000,District - Azamgarh  61,011013, 1 MALAYALAM,3,1,2,3,1,2,0,0,0
C0116,09,61,0000,District - Azamgarh  61,013000,13 MARATHI,141,71,70,141,71,70,0,0,0
C0116,09,61,0000,District - Azamgarh  61,013048, 1 MARATHI,16,9,7,16,9,7,0,0,0
C0116,09,61,0000,District - Azamgarh  61,013999,13 Others,125,62,63,125,62,63,0,0,0
C0116,09,61,0000,District - Azamgarh  61,014000,14 NEPALI,408,216,192,373,195,178,35,21,14
C0116,09,61,0000,District - Azamgarh  61,014009, 1 NEPALI,408,216,192,373,195,178,35,21,14
C0116,09,61,0000,District - Azamgarh  61,015000,15 ORIYA,55,35,20,52,34,18,3,1,2
C0116,09,61,0000,District - Azamgarh  61,015031, 1 ORIYA,55,35,20,52,34,18,3,1,2
C0116,09,61,0000,District - Azamgarh  61,016000,16 PUNJABI,320,167,153,292,153,139,28,14,14
C0116,09,61,0000,District - Azamgarh  61,016018, 1 PUNJABI,280,142,138,252,128,124,28,14,14
C0116,09,61,0000,District - Azamgarh  61,016999,16 Others,40,25,15,40,25,15,0,0,0
C0116,09,61,0000,District - Azamgarh  61,017000,17 SANSKRIT,5,3,2,4,2,2,1,1,0
C0116,09,61,0000,District - Azamgarh  61,017002, 1 SANSKRIT,5,3,2,4,2,2,1,1,0
C0116,09,61,0000,District - Azamgarh  61,018000,18 SANTALI,31,17,14,31,17,14,0,0,0
C0116,09,61,0000,District - Azamgarh  61,018013, 1 SANTALI,31,17,14,31,17,14,0,0,0
C0116,09,61,0000,District - Azamgarh  61,019000,19 SINDHI,1,1,0,0,0,0,1,1,0
C0116,09,61,0000,District - Azamgarh  61,019013, 1 SINDHI,1,1,0,0,0,0,1,1,0
C0116,09,61,0000,District - Azamgarh  61,020000,20 TAMIL,110,64,46,110,64,46,0,0,0
C0116,09,61,0000,District - Azamgarh  61,020020, 1 TAMIL,110,64,46,110,64,46,0,0,0
C0116,09,61,0000,District - Azamgarh  61,021000,21 TELUGU,17,6,11,11,4,7,6,2,4
C0116,09,61,0000,District - Azamgarh  61,021035, 1 TELUGU,10,4,6,4,2,2,6,2,4
C0116,09,61,0000,District - Azamgarh  61,021999,21 Others,7,2,5,7,2,5,0,0,0
C0116,09,61,0000,District - Azamgarh  61,022000,22 URDU,350851,176088,174763,238840,119105,119735,112011,56983,55028
C0116,09,61,0000,District - Azamgarh  61,022014, 1 URDU,350851,176088,174763,238840,119105,119735,112011,56983,55028
C0116,09,61,0000,District - Azamgarh  61,028000,28 ARABIC/ARBI,276,133,143,244,114,130,32,19,13
C0116,09,61,0000,District - Azamgarh  61,028001, 1 ARABIC/ARBI,276,133,143,244,114,130,32,19,13
C0116,09,61,0000,District - Azamgarh  61,040000,40 ENGLISH,61,29,32,56,26,30,5,3,2
C0116,09,61,0000,District - Azamgarh  61,040001, 1 ENGLISH,61,29,32,56,26,30,5,3,2
C0116,09,61,0000,District - Azamgarh  61,054000,54 KHARIA,5,0,5,5,0,5,0,0,0
C0116,09,61,0000,District - Azamgarh  61,054999,54 Others,5,0,5,5,0,5,0,0,0
C0116,09,61,0000,District - Azamgarh  61,072000,72 KURUKH/ORAON,166,75,91,166,75,91,0,0,0
C0116,09,61,0000,District - Azamgarh  61,072009, 1 KURUKH/ORAON,166,75,91,166,75,91,0,0,0
C0116,09,61,0000,District - Azamgarh  61,090000,90 MUNDA,26,14,12,26,14,12,0,0,0
C0116,09,61,0000,District - Azamgarh  61,090006, 1 MUNDA,26,14,12,26,14,12,0,0,0
C0116,09,61,0000,District - Azamgarh  61,091000,91 MUNDARI,87,39,48,42,21,21,45,18,27
C0116,09,61,0000,District - Azamgarh  61,091004, 1 MUNDARI,87,39,48,42,21,21,45,18,27
C0116,09,61,0000,District - Azamgarh  61,123000,123 OTHERS,84,36,48,84,36,48,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,001000,1 ASSAMESE,1,0,1,1,0,1,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,001002, 1 ASSAMESE,1,0,1,1,0,1,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,002000,2 BENGALI,25,15,10,18,11,7,7,4,3
C0116,09,61,0001,Tehsil - Burhanpur 0001,002004, 1 BENGALI,25,15,10,18,11,7,7,4,3
C0116,09,61,0001,Tehsil - Burhanpur 0001,006000,6 HINDI,399107,195999,203108,388514,190419,198095,10593,5580,5013
C0116,09,61,0001,Tehsil - Burhanpur 0001,006008, 1 AWADHI,1279,621,658,1279,621,658,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,006045, 2 BHOJPURI,197927,97464,100463,187837,92148,95689,10090,5316,4774
C0116,09,61,0001,Tehsil - Burhanpur 0001,006060, 3 BUNDELI/BUNDELKHANDI,8,3,5,8,3,5,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,006095, 4 GARHWALI,344,185,159,333,178,155,11,7,4
C0116,09,61,0001,Tehsil - Burhanpur 0001,006118, 5 HINDI,199548,97725,101823,199056,97468,101588,492,257,235
C0116,09,61,0001,Tehsil - Burhanpur 0001,006148, 6 KHARI BOLI,1,1,0,1,1,0,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,010000,10 MAITHILI,2,1,1,2,1,1,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,010006, 1 MAITHILI,2,1,1,2,1,1,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,014000,14 NEPALI,59,30,29,57,30,27,2,0,2
C0116,09,61,0001,Tehsil - Burhanpur 0001,014009, 1 NEPALI,59,30,29,57,30,27,2,0,2
C0116,09,61,0001,Tehsil - Burhanpur 0001,016000,16 PUNJABI,24,10,14,24,10,14,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,016018, 1 PUNJABI,24,10,14,24,10,14,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,020000,20 TAMIL,1,1,0,1,1,0,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,020020, 1 TAMIL,1,1,0,1,1,0,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,021000,21 TELUGU,4,2,2,4,2,2,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,021035, 1 TELUGU,4,2,2,4,2,2,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,022000,22 URDU,2572,1282,1290,1893,935,958,679,347,332
C0116,09,61,0001,Tehsil - Burhanpur 0001,022014, 1 URDU,2572,1282,1290,1893,935,958,679,347,332
C0116,09,61,0001,Tehsil - Burhanpur 0001,028000,28 ARABIC/ARBI,64,28,36,64,28,36,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,028001, 1 ARABIC/ARBI,64,28,36,64,28,36,0,0,0
C0116,09,61,0001,Tehsil - Burhanpur 0001,123000,123 OTHERS,13,8,5,13,8,5,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,001000,1 ASSAMESE,5,0,5,5,0,5,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,001002, 1 ASSAMESE,5,0,5,5,0,5,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,002000,2 BENGALI,59,35,24,46,28,18,13,7,6
C0116,09,61,0002,Tehsil - Sagri 0002,002004, 1 BENGALI,59,35,24,46,28,18,13,7,6
C0116,09,61,0002,Tehsil - Sagri 0002,006000,6 HINDI,716108,356102,360006,687429,341521,345908,28679,14581,14098
C0116,09,61,0002,Tehsil - Sagri 0002,006008, 1 AWADHI,17,12,5,17,12,5,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,006045, 2 BHOJPURI,528122,261140,266982,513260,253660,259600,14862,7480,7382
C0116,09,61,0002,Tehsil - Sagri 0002,006060, 3 BUNDELI/BUNDELKHANDI,28,14,14,24,11,13,4,3,1
C0116,09,61,0002,Tehsil - Sagri 0002,006072, 4 CHHATTISGARHI,298,144,154,298,144,154,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,006095, 5 GARHWALI,957,553,404,919,534,385,38,19,19
C0116,09,61,0002,Tehsil - Sagri 0002,006118, 6 HINDI,186249,94017,92232,172479,86940,85539,13770,7077,6693
C0116,09,61,0002,Tehsil - Sagri 0002,006148, 7 KHARI BOLI,24,15,9,19,13,6,5,2,3
C0116,09,61,0002,Tehsil - Sagri 0002,006204, 8 NAGPURIA,128,62,66,128,62,66,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,006224, 9 PANCH PARGANIA,35,21,14,35,21,14,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,006251, 10 SADAN/SADRI,1,0,1,1,0,1,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,006999,6 Others,249,124,125,249,124,125,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,007000,7 KANNADA,1,0,1,1,0,1,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,007013, 1 KANNADA,1,0,1,1,0,1,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,010000,10 MAITHILI,1,1,0,1,1,0,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,010006, 1 MAITHILI,1,1,0,1,1,0,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,013000,13 MARATHI,51,30,21,51,30,21,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,013048, 1 MARATHI,1,0,1,1,0,1,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,013999,13 Others,50,30,20,50,30,20,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,014000,14 NEPALI,89,43,46,86,41,45,3,2,1
C0116,09,61,0002,Tehsil - Sagri 0002,014009, 1 NEPALI,89,43,46,86,41,45,3,2,1
C0116,09,61,0002,Tehsil - Sagri 0002,015000,15 ORIYA,33,23,10,33,23,10,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,015031, 1 ORIYA,33,23,10,33,23,10,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,019000,19 SINDHI,1,1,0,0,0,0,1,1,0
C0116,09,61,0002,Tehsil - Sagri 0002,019013, 1 SINDHI,1,1,0,0,0,0,1,1,0
C0116,09,61,0002,Tehsil - Sagri 0002,020000,20 TAMIL,3,2,1,3,2,1,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,020020, 1 TAMIL,3,2,1,3,2,1,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,021000,21 TELUGU,1,0,1,0,0,0,1,0,1
C0116,09,61,0002,Tehsil - Sagri 0002,021035, 1 TELUGU,1,0,1,0,0,0,1,0,1
C0116,09,61,0002,Tehsil - Sagri 0002,022000,22 URDU,56043,27681,28362,44645,22113,22532,11398,5568,5830
C0116,09,61,0002,Tehsil - Sagri 0002,022014, 1 URDU,56043,27681,28362,44645,22113,22532,11398,5568,5830
C0116,09,61,0002,Tehsil - Sagri 0002,028000,28 ARABIC/ARBI,125,61,64,123,60,63,2,1,1
C0116,09,61,0002,Tehsil - Sagri 0002,028001, 1 ARABIC/ARBI,125,61,64,123,60,63,2,1,1
C0116,09,61,0002,Tehsil - Sagri 0002,040000,40 ENGLISH,3,2,1,3,2,1,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,040001, 1 ENGLISH,3,2,1,3,2,1,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,054000,54 KHARIA,5,0,5,5,0,5,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,054999,54 Others,5,0,5,5,0,5,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,072000,72 KURUKH/ORAON,50,30,20,50,30,20,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,072009, 1 KURUKH/ORAON,50,30,20,50,30,20,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,091000,91 MUNDARI,19,12,7,19,12,7,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,091004, 1 MUNDARI,19,12,7,19,12,7,0,0,0
C0116,09,61,0002,Tehsil - Sagri 0002,123000,123 OTHERS,13,4,9,13,4,9,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,002000,2 BENGALI,56,25,31,26,11,15,30,14,16
C0116,09,61,0003,Tehsil - Azamgarh 0003,002004, 1 BENGALI,56,25,31,26,11,15,30,14,16
C0116,09,61,0003,Tehsil - Azamgarh 0003,005000,5 GUJARATI,18,10,8,0,0,0,18,10,8
C0116,09,61,0003,Tehsil - Azamgarh 0003,005011, 1 GUJARATI,18,10,8,0,0,0,18,10,8
C0116,09,61,0003,Tehsil - Azamgarh 0003,006000,6 HINDI,677238,345336,331902,577322,292406,284916,99916,52930,46986
C0116,09,61,0003,Tehsil - Azamgarh 0003,006008, 1 AWADHI,404,219,185,400,218,182,4,1,3
C0116,09,61,0003,Tehsil - Azamgarh 0003,006045, 2 BHOJPURI,139948,70770,69178,133002,66967,66035,6946,3803,3143
C0116,09,61,0003,Tehsil - Azamgarh 0003,006060, 3 BUNDELI/BUNDELKHANDI,15,8,7,14,8,6,1,0,1
C0116,09,61,0003,Tehsil - Azamgarh 0003,006072, 4 CHHATTISGARHI,73,33,40,73,33,40,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,006095, 5 GARHWALI,657,352,305,591,316,275,66,36,30
C0116,09,61,0003,Tehsil - Azamgarh 0003,006118, 6 HINDI,536055,273911,262144,443187,224837,218350,92868,49074,43794
C0116,09,61,0003,Tehsil - Azamgarh 0003,006148, 7 KHARI BOLI,5,5,0,2,2,0,3,3,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,006162, 8 KUMAUNI,1,0,1,1,0,1,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,006179, 9 MAGADHI/MAGAHI,4,2,2,4,2,2,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,006242, 10 RAJASTHANI,28,13,15,0,0,0,28,13,15
C0116,09,61,0003,Tehsil - Azamgarh 0003,006999,6 Others,48,23,25,48,23,25,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,007000,7 KANNADA,1,1,0,1,1,0,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,007013, 1 KANNADA,1,1,0,1,1,0,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,010000,10 MAITHILI,8,5,3,0,0,0,8,5,3
C0116,09,61,0003,Tehsil - Azamgarh 0003,010006, 1 MAITHILI,8,5,3,0,0,0,8,5,3
C0116,09,61,0003,Tehsil - Azamgarh 0003,011000,11 MALAYALAM,2,1,1,2,1,1,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,011013, 1 MALAYALAM,2,1,1,2,1,1,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,013000,13 MARATHI,5,4,1,5,4,1,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,013048, 1 MARATHI,5,4,1,5,4,1,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,014000,14 NEPALI,76,52,24,53,35,18,23,17,6
C0116,09,61,0003,Tehsil - Azamgarh 0003,014009, 1 NEPALI,76,52,24,53,35,18,23,17,6
C0116,09,61,0003,Tehsil - Azamgarh 0003,015000,15 ORIYA,7,4,3,4,3,1,3,1,2
C0116,09,61,0003,Tehsil - Azamgarh 0003,015031, 1 ORIYA,7,4,3,4,3,1,3,1,2
C0116,09,61,0003,Tehsil - Azamgarh 0003,016000,16 PUNJABI,104,50,54,83,39,44,21,11,10
C0116,09,61,0003,Tehsil - Azamgarh 0003,016018, 1 PUNJABI,104,50,54,83,39,44,21,11,10
C0116,09,61,0003,Tehsil - Azamgarh 0003,017000,17 SANSKRIT,2,1,1,2,1,1,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,017002, 1 SANSKRIT,2,1,1,2,1,1,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,020000,20 TAMIL,4,4,0,4,4,0,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,020020, 1 TAMIL,4,4,0,4,4,0,0,0,0
C0116,09,61,0003,Tehsil - Azamgarh 0003,021000,21 TELUGU,5,2,3,0,0,0,5,2,3
C0116,09,61,0003,Tehsil - Azamgarh 0003,021035, 1 TELUGU,5,2,3,0,0,0,5,2,3
C0116,09,61,0003,Tehsil - Azamgarh 0003,022000,22 URDU,134265,68493,65772,49470,25037,24433,84795,43456,41339
C0116,09,61,0003,Tehsil - Azamgarh 0003,022014, 1 URDU,134265,68493,65772,49470,25037,24433,84795,43456,41339
C0116,09,61,0003,Tehsil - Azamgarh 0003,028000,28 ARABIC/ARBI,30,18,12,0,0,0,30,18,12
C0116,09,61,0003,Tehsil - Azamgarh 0003,028001, 1 ARABIC/ARBI,30,18,12,0,0,0,30,18,12
C0116,09,61,0003,Tehsil - Azamgarh 0003,040000,40 ENGLISH,12,5,7,7,2,5,5,3,2
